"id","obs_day","daily_L_m","daily_steps","date","trt","parity","cow_calf","percent_near","F_min_hourly","voc_yes","voc_perc_yes"
"2726","9",647.766666666667,2563,2022-09-02,"6_mo","-","calf",58.9928057553957,NA,NA,NA
"2726","10",815.283333333333,1926,2022-09-03,"6_mo","-","calf",58.9928057553957,NA,NA,NA
"2726","11",724.983333333333,2295,2022-09-04,"6_mo","-","calf",58.9928057553957,26.25,0.25,2.08333333333333
"2728","BL",889.475,1983,2022-08-20,"6_mo","-","calf",44.1176470588235,NA,NA,NA
"2728","1",431.983333333333,11630,2022-08-25,"6_mo","-","calf",44.1176470588235,11.25,4,35.625
"2728","2",798.05,4310,2022-08-26,"6_mo","-","calf",44.1176470588235,8.75,2.125,17.7083333333333
"2728","3",801.416666666667,2237,2022-08-27,"6_mo","-","calf",44.1176470588235,16.25,1.5,12.5
"2728","4",562.816666666667,2710,2022-08-28,"6_mo","-","calf",44.1176470588235,NA,NA,NA
"2728","5",812.55,1954,2022-08-29,"6_mo","-","calf",44.1176470588235,17.5,0.125,1.04166666666667
"2728","6",723.016666666667,1920,2022-08-30,"6_mo","-","calf",44.1176470588235,NA,NA,NA
"2728","8",726.616666666667,1953,2022-09-01,"6_mo","-","calf",44.1176470588235,28.75,0.125,1.04166666666667
"2728","9",711.2,1749,2022-09-02,"6_mo","-","calf",44.1176470588235,NA,NA,NA
"2728","10",718.25,1904,2022-09-03,"6_mo","-","calf",44.1176470588235,NA,NA,NA
"2728","11",707.383333333333,2153,2022-09-04,"6_mo","-","calf",44.1176470588235,23.75,0,0
"2730","BL",957.988888888889,1577.83333333333,2022-08-20,"6_mo","-","calf",39.7163120567376,NA,NA,NA
"2730","1",434.583333333333,12919,2022-08-25,"6_mo","-","calf",39.7163120567376,7.5,6,53.3333333333333
"2730","2",458.8,4025,2022-08-26,"6_mo","-","calf",39.7163120567376,7.5,2.5,20.8333333333333
"2730","3",500.65,2711,2022-08-27,"6_mo","-","calf",39.7163120567376,13.75,3.875,32.2916666666667
"2730","4",430.633333333333,2676,2022-08-28,"6_mo","-","calf",39.7163120567376,NA,NA,NA
"2730","5",841.2,1468,2022-08-29,"6_mo","-","calf",39.7163120567376,27.5,0.5,4.16666666666667
"2730","6",647.866666666667,2392,2022-08-30,"6_mo","-","calf",39.7163120567376,NA,NA,NA
"2730","8",671.583333333333,2103,2022-09-01,"6_mo","-","calf",39.7163120567376,31.25,0.125,1.04166666666667
"2730","9",773.5,1425,2022-09-02,"6_mo","-","calf",39.7163120567376,NA,NA,NA
"2730","10",730.116666666667,1666,2022-09-03,"6_mo","-","calf",39.7163120567376,NA,NA,NA
"2730","11",766.8,1762,2022-09-04,"6_mo","-","calf",39.7163120567376,16.25,0.25,2.08333333333333
"2731","BL",934.01,2108.2,2022-06-23,"4_mo","-","calf",65.4676258992806,NA,NA,NA
"2731","1",412.35,11014,2022-06-28,"4_mo","-","calf",65.4676258992806,5,4.375,36.4583333333333
"2731","2",719.583333333333,5841,2022-06-29,"4_mo","-","calf",65.4676258992806,8.75,5.25,43.75
"2731","3",522.5,3350,2022-06-30,"4_mo","-","calf",65.4676258992806,13.75,1.25,10.4166666666667
"2731","5",847.783333333333,2155,2022-07-02,"4_mo","-","calf",65.4676258992806,16.25,0.625,5.20833333333333
"2731","6",741.266666666667,2626,2022-07-03,"4_mo","-","calf",65.4676258992806,NA,NA,NA
"2731","7",860.45,3004,2022-07-04,"4_mo","-","calf",65.4676258992806,NA,NA,NA
"2731","8",858.7,2219,2022-07-05,"4_mo","-","calf",65.4676258992806,21.25,0.75,6.34469696969697
"2731","9",702.533333333333,3017,2022-07-06,"4_mo","-","calf",65.4676258992806,NA,NA,NA
"2731","11",705.483333333333,2518,2022-07-08,"4_mo","-","calf",65.4676258992806,16.25,0.375,3.21969696969697
"2733","BL",929.16,3002,2022-06-23,"4_mo","-","calf",20.6349206349206,NA,NA,NA
"2733","1",439.633333333333,11161,2022-06-28,"4_mo","-","calf",20.6349206349206,10,4.375,36.4583333333333
"2733","2",967.216666666667,3695,2022-06-29,"4_mo","-","calf",20.6349206349206,13.75,1.875,15.625
"2733","3",735.583333333333,3407,2022-06-30,"4_mo","-","calf",20.6349206349206,23.75,1,8.33333333333333
"2733","5",858.133333333333,2481,2022-07-02,"4_mo","-","calf",20.6349206349206,17.5,0.125,1.04166666666667
"2733","6",740.416666666667,2932,2022-07-03,"4_mo","-","calf",20.6349206349206,NA,NA,NA
"2733","7",613.183333333333,4378,2022-07-04,"4_mo","-","calf",20.6349206349206,NA,NA,NA
"2733","8",906.35,1391,2022-07-05,"4_mo","-","calf",20.6349206349206,30,0,0
"2733","9",800.25,1235,2022-07-06,"4_mo","-","calf",20.6349206349206,NA,NA,NA
"2733","11",737.066666666667,1988,2022-07-08,"4_mo","-","calf",20.6349206349206,25,0,0
"2734","BL",909.763333333333,2942,2022-06-23,"4_mo","-","calf",23.9130434782609,NA,NA,NA
"2734","1",386.45,13053,2022-06-28,"4_mo","-","calf",23.9130434782609,10,4.75,39.5833333333333
"2734","2",374.883333333333,12041,2022-06-29,"4_mo","-","calf",23.9130434782609,3.75,4.25,35.4166666666667
"2734","3",473.7,4523,2022-06-30,"4_mo","-","calf",23.9130434782609,16.25,2.375,19.7916666666667
"2734","5",897.633333333333,2759,2022-07-02,"4_mo","-","calf",23.9130434782609,12.5,0.75,6.25
"2734","6",687.883333333333,2280,2022-07-03,"4_mo","-","calf",23.9130434782609,NA,NA,NA
"2734","7",636.783333333333,3911,2022-07-04,"4_mo","-","calf",23.9130434782609,NA,NA,NA
"2734","8",872.116666666667,2017,2022-07-05,"4_mo","-","calf",23.9130434782609,21.25,0.375,3.125
"2734","9",788.416666666667,2060,2022-07-06,"4_mo","-","calf",23.9130434782609,NA,NA,NA
"2734","11",783.133333333333,2217,2022-07-08,"4_mo","-","calf",23.9130434782609,23.75,0.25,2.08333333333333
"2735","BL",817.505555555556,2763,2022-08-20,"6_mo","-","calf",45.985401459854,NA,NA,NA
"2735","1",268.016666666667,15819,2022-08-25,"6_mo","-","calf",45.985401459854,11.25,7.25,63.125
"2735","3",729.183333333333,3953,2022-08-27,"6_mo","-","calf",45.985401459854,13.75,5.125,42.7083333333333
"2735","4",355.9,3537,2022-08-28,"6_mo","-","calf",45.985401459854,NA,NA,NA
"2735","5",809.966666666667,1989,2022-08-29,"6_mo","-","calf",45.985401459854,25,0.625,5.20833333333333
"2735","6",646.116666666667,3212,2022-08-30,"6_mo","-","calf",45.985401459854,NA,NA,NA
"2735","8",742.95,3092,2022-09-01,"6_mo","-","calf",45.985401459854,28.75,0.125,1.04166666666667
"2735","9",848.85,1694,2022-09-02,"6_mo","-","calf",45.985401459854,NA,NA,NA
"2735","10",758.316666666667,2245,2022-09-03,"6_mo","-","calf",45.985401459854,NA,NA,NA
"2735","11",800.033333333333,2183,2022-09-04,"6_mo","-","calf",45.985401459854,27.5,0,0
"2736","BL",963.246666666667,2480.4,2022-06-23,"4_mo","-","calf",20.4545454545455,NA,NA,NA
"2736","1",554.633333333333,9426,2022-06-28,"4_mo","-","calf",20.4545454545455,8.75,5.5,45.8333333333333
"2736","2",762.833333333333,5563,2022-06-29,"4_mo","-","calf",20.4545454545455,16.25,4.125,34.375
"2736","3",778.15,4015,2022-06-30,"4_mo","-","calf",20.4545454545455,21.25,2.375,19.7916666666667
"2736","5",852.25,2323,2022-07-02,"4_mo","-","calf",20.4545454545455,20,0.25,2.08333333333333
"2736","6",888.916666666667,1913,2022-07-03,"4_mo","-","calf",20.4545454545455,NA,NA,NA
"2736","7",744.366666666667,3879,2022-07-04,"4_mo","-","calf",20.4545454545455,NA,NA,NA
"2736","8",889.35,1946,2022-07-05,"4_mo","-","calf",20.4545454545455,25,0,0
"2736","9",834.916666666667,2480,2022-07-06,"4_mo","-","calf",20.4545454545455,NA,NA,NA
"2736","11",853.5,1668,2022-07-08,"4_mo","-","calf",20.4545454545455,21.25,0,0
